,year,description,period,current_country,country
1173,1404,Empirewide imperial examinations are resumed,15th century,7
1174,1404,"10,000 households from Shanxi are relocated to Beijing",15th century,7
1175,1405,"Treasure voyages: Zheng He and 27,800 men depart from Nanjing on 255 ships, of which 62 are treasure ships, ""bearing imperial letters to the countries of the Western Ocean and with gifts to their kings of gold brocade, patterned silks, and colored silk gauze, according to their status.""",15th century,7
1176,1405,Construction of new palace buildings in Beijing begins,15th century,7
1177,1406,Trần Thiêm Bình and his Ming escort are ambushed and killed while crossing into Lạng Sơn,15th century,7
1178,1406,Ming–Hồ War: Ming forces invade Đại Ngu,15th century,7
1179,1406,Ming–Hồ War: Ming forces capture Đa Bang and Thăng Long,15th century,7
1180,1406,"Treasure voyages: Treasure fleet visits Malacca and Java before heading up the Straits of Malacca to Aru, Samudera Pasai Sultanate, and Lambri, where the people are described as ""very honest and genuine,"" and from there 3 days to the Andaman Islands, and then 8 more days to the west coast of Ceylon where the king reacts with hostility. The fleet departs for Calicut, which is described as ""the Great country of the Western Ocean""",15th century,7
1181,1407,"Treasure voyages: Treasure fleet defeats Chen Zuyi's pirate fleet at Palembang and installs Shi Jinqing as ""grand chieftain ruling over the native people of that place""",15th century,7
1182,1407,Ming–Hồ War: Hồ Quý Ly's counteroffensive against Ming forces fails,15th century,7
1183,1407,"Deshin Shekpa, 5th Karmapa Lama arrives in Nanjing to perform religious ceremonies",15th century,7
1184,1407,Ming–Hồ War: Hồ Quý Ly and his son are captured and sent to Nanjing,15th century,7
1185,1407,Fourth Chinese domination of Vietnam: The Yongle Emperor announces the formal incorporation of Jiaozhi into the Ming dynasty,15th century,7
1186,1407,Treasure voyages: Treasure fleet arrives back at Nanjing,15th century,7
1187,1407,"Treasure voyages: Wang Hao is ordered to refit 249 ""sea transport ships"" in ""preparation for embassies to the countries of the Western Ocean""",15th century,7
1188,1407,Treasure voyages: The Yongle Emperor issues orders for the second voyage and to confer formal investiture on the king of Calicut,15th century,7
1189,1407,Treasure voyages: A eunuch Grand Director departs with an imperial letter for the king of Champa,15th century,7
1190,1407,"Treasure voyages: Zheng He departs with a fleet of 249 ships and takes a route similar to the first voyage with the addition of stops at Jiayile, Abobadan, Ganbali, Quilon, and Cochin",15th century,7
1191,1407,The Yongle Encyclopedia is completed,15th century,7
1192,1407,"Ironwood wadding is added to Ming cannons, increasing their effectiveness.",15th century,7
1193,1408,Treasure voyages: Orders for the construction of 48 treasure ships are issued from the Ministry of Works in Nanjing,15th century,7
1194,1408,"Fourth Chinese domination of Vietnam: Ming troops seize 13,600,000 tons of rice; 235,900 cattles and livestock and vast amounts of materials in Vietnam",15th century,7
1195,1408,Fourth Chinese domination of Vietnam: Trần Ngỗi rebels in Jiaozhi,15th century,7
1196,1409,Treasure voyages: Orders are issued for the third voyage,15th century,7
1197,1409,Treasure voyages: The Galle Trilingual Inscription is produced,15th century,7
1198,1409,Oirats receives princely titles from the Ming court,15th century,7
1199,1409,Treasure voyages: Treasure fleet returns to China,15th century,7
1200,1409,Battle of Kherlen: Ming forces are defeated by Öljei Temür Khan,15th century,7
1201,1409,"Treasure voyages: Zheng He departs with 27,000 men, taking the usual route",15th century,7
1202,1409,Fourth Chinese domination of Vietnam: Ming forces capture Trần Ngỗi but Trần Quý Khoáng becomes leader of the rebels,15th century,7
1203,1410,First Mongol Campaign: The Yongle Emperor defeats Öljei Temür Khan on the banks of the Onon River,15th century,7
1204,1410,First Mongol Campaign: Ming forces defeat Arughtai east of the Greater Khingan and withdraw to Nanjing,15th century,7
1205,1410,Ming–Kotte War: Treasure fleet lands at Galle in Ceylon and captures King Vijayabahu VI of the Kingdom of Gampola,15th century,7
1206,1411,Dredging and reconstruction of the Grand Canal begins,15th century,7
1207,1411,Treasure voyages: Treasure fleet returns to Nanjing,15th century,7
1208,1411,The Yongle Emperor sends Yishiha to explore northern Manchuria,15th century,7
1209,1411,Ashikaga Yoshimochi refuses the Yongle Emperor's request to suppress Japanese pirates,15th century,7
1210,1412,Treasure voyages:The Yongle Emperor issues orders for the fourth voyage,15th century,7
1211,1412,Shells are used as ammunition in the Ming dynasty.,15th century,7
1212,1413,"Treasure voyages: Zheng He departs from Nanjing and takes the usual route with the addition of 4 new destinations: the Maldives, Bitra, Chetlat Island, and Hormuz, which is given the following description: ""Foreign ships from every place, together with foreign merchants traveling by land, all come to this territory in order to gather together and buy and sell, and therefore the people of this country are all rich""",15th century,7
1213,1413,Lopön Chenpo Gushri Lodrö Gyaltsen visits Nanjing,15th century,7
1214,1413,Yongning Temple Stele: Ming dynasty sends Yishiha to the Nurgan Regional Military Commission to create postal stations and spread Buddhism,15th century,7
1215,1414,Fourth Chinese domination of Vietnam: Trần Quý Khoáng is captured,15th century,7
1216,1414,"Second Mongol Campaign: Ming forces engage Oirats at the Tuul River, suffering heavy casualties, but ultimately prevail through the use of heavy cannon bombardments",15th century,7
1217,1414,Chöje Shakya Yeshe visits Nanjing,15th century,7
1218,1415,"Treasure voyages: Treasure fleet captures Sekandar, a rebel against Zain al-'Abidin, king of the Samudera Pasai Sultanate",15th century,7
1219,1415,The Grand Canal is reconstructed,15th century,7
1220,1415,Treasure voyages: Treasure fleet arrives back in Nanjing,15th century,7
1221,1415,Treasure voyages: Zheng He's colleague is sent on a mission bearing gifts to Bengal,15th century,7
1222,1416,Treasure voyages: The Yongle Emperor bestows gifts upon ambassadors from 18 countries,15th century,7
1223,1416,Treasure voyages: The Yongle Emperor issues orders for the fifth voyage,15th century,7
1224,1417,Lam Sơn uprising: Lê Lợi leads an insurrection against the Ming dynasty,15th century,7
1225,1417,"Treasure voyages: Zheng He departs China taking the previous route to Hormuz, and then Aden, Mogadishu, Barawa, Zhubu, and Malindi",15th century,7
1226,1419,Treasure voyages: Treasure fleet returns to China,15th century,7
1227,1419,Treasure voyages: Ambassadors present exotic animals to the Ming court including a giraffe imported from Somalia by Bengalis,15th century,7
1228,1419,Treasure voyages: Orders are issued for the construction of 41 treasure ships,15th century,7
1229,1419,"During the Lantern Festival, the Ming imperial palace puts on a display of pyrotechnics involving rockets running along wires which light up lanterns, illuminating the palace.",15th century,7
1230,1420,Forbidden City: Construction of the Altar of Heaven is completed,15th century,7
1231,1420,Beijing officially becomes the capital of the Ming dynasty,15th century,7
1232,1421,"Treasure voyages: Orders are issued for the sixth voyage and envoys from 16 countries including Hormuz are given gifts of paper and coin money, and ceremonial robes and linings",15th century,7
1233,1421,Treasure voyages: The Yongle Emperor orders the suspension of the treasure voyages,15th century,7
1234,1421,"Treasure voyages: Orders are issued to Zheng He to provide Hong Bao and envoys from 16 countries passage back to their countries; the treasure fleet takes its usual route to Ceylon where it splits up and heads for the Maldives, Hormuz, and the Arabian states of Djofar, Lasa, and Aden, and the two African states of Mogadishu and Barawa; Zheng He visits Ganbali",15th century,7
1235,1422,Treasure voyages: Treasure fleet regroups at Samudera Pasai Sultanate and visit Siam before heading back to China,15th century,7
1236,1422,Third Mongol Campaign: Ming forces are dispatched against Arughtai but fail to engage him in combat and return to Beijing,15th century,7
1237,1422,"Treasure voyages: Treasure fleet returns to China bringing envoys from Siam, Samudera Pasai Sultanate, and Aden",15th century,7
1238,1423,Fourth Mongol Campaign: The Yongle Emperor launches an offensive against Arughtai only to find out he had already been defeated by the Oirats,15th century,7
1239,1424,"Treasure voyages: Zheng He is sent on a diplomatic mission to Palembang to confer ""a gauze cap, a ceremonial robe with floral gold woven into gold patterns in the silk, and a silver seal"" on Shi Jinqing's son Shi Jisun",15th century,7
1240,1424,Fifth Mongol Campaign: The Yongle Emperor leads an expedition against the remnants of Arughtai's horde but fails to find them,15th century,7
1241,1424,The Yongle Emperor dies,15th century,7
1242,1424,Treasure voyages: Zhu Gaozhi becomes the Hongxi Emperor and terminates the treasure voyages,15th century,7
1243,1424,Metropolitan exam graduates fill posts down to the county magistrate,15th century,7
1244,1425,The Hongxi Emperor dies,15th century,7
1245,1425,Zhu Zhanji becomes the Xuande Emperor,15th century,7
1246,1425,Zhu Gaoxu rebels,15th century,7
1247,1425,Zhu Gaoxu is defeated,15th century,7
1248,1426,Ming dynasty sends Yishiha to the Wild Jurchens to construct shipyards and warehouses,15th century,7
1249,1426,Lam Sơn uprising: Lê Lợi's forces inflict heavy casualties on Ming attacks in Battle of Tốt Động – Chúc Động,15th century,7
1250,1426,Lam Sơn uprising: Lam Sơn forces drive out the Ming army from most of the Red River Delta and Northern Vietnam,15th century,7
1251,1427,Lam Sơn uprising: Ming reinforcements are encircled and defeated in Lạng Sơn[134],15th century,7
1252,1427,Lam Sơn uprising: Ming forces are withdrawn from Jiaozhi,15th century,7
1253,1428,Treasure voyages: The Xuande Emperor orders Zheng He to supervise the reconstruction of the Great Baoen Temple,15th century,7
1254,1428,Lê Lợi reestablished the kingdom of Đại Việt under Later Lê dynasty,15th century,7
1255,1428,Uriankhai raid Ming borders and the Xuande Emperor personally leads troops to repel them,15th century,7
1256,1429,The Xuande Emperor conducts a major military review on the outskirts of Beijing,15th century,7
1257,1429,Mounted infantry carrying hand cannons are employed by the Ming army.,15th century,7
1258,1430,The Xuande Emperor orders a tax reduction on all imperial lands,15th century,7
1259,1430,Treasure voyages: The Xuande Emperor issues orders for the seventh voyage,15th century,7
1260,1431,Treasure voyages: Treasure fleet departs from Nanjing,15th century,7
1261,1431,Treasure voyages: Liujiagang Inscription is erected,15th century,7
1262,1431,Vietnamese emperor Lê Thái Tổ of the Lê dynasty offers a nominate tributary relation with Ming China and was titled King of Annam by the Ming emperor.,15th century,7
1263,1431,Treasure voyages: The Changle Inscription is erected and the fleet departs from Changle,15th century,7
1264,1432,Treasure voyages: Treasure fleet arrives at Samudera Pasai Sultanate and Hong Bao and Ma Huan detach from the fleet to visit Bengal[147],15th century,7
1265,1432,Ming dynasty sends Yishiha to present seals to Ming-allied Jurchens and to repair the Yongning Temple,15th century,7
1266,1433,Treasure voyages: Zheng He dies,15th century,7
1267,1433,"Treasure voyages: Hong Bao and Ma Huan arrive in Calicut and send seven men to Mecca while Hong Bao visits Djofar, Lasa, Aden, Mogadishu, and Barawa before heading back to China",15th century,7
1268,1433,Treasure voyages: Treasure fleet departs from Hormuz and heads back to China,15th century,7
1269,1433,Japanese missions to Ming China: Relations between Ming and Japan are renewed,15th century,7
1270,1433,Treasure voyages: Treasure fleet arrives back in China,15th century,7
1271,1433,"Treasure voyages: Envoys from Samudera Pasai Sultanate, Calicut, Cochin, Ceylon, Djofar, Aden, Coimbatore, Hormuz, Kayal, and Mecca present tribute",15th century,7
1272,1433,Treasure voyages: Ma Huan publishes his Yingya Shenglan,15th century,7
1273,1434,Treasure voyages: Gong Zhen publishes his Xiyang Fanguo Zhi,15th century,7
1274,1435,The Xuande Emperor dies and Empress Zhang (Hongxi) becomes regent for the Zhengtong Emperor,15th century,7
1275,1435,The Northern China Plain and Shandong suffer from drought and plagues,15th century,7
1276,1436,Treasure voyages: Ming dynasty bans building seagoing ships,15th century,7
1277,1436,Treasure voyages: Fei Xin publishes his Xingcha Shenglan,15th century,7
1278,1436,"Flooding strikes northern Jiangsu, the Northern China Plain and Shandong",15th century,7
1279,1437,Shanxi and Shaanxi experience drought,15th century,7
1280,1437,Flooding strikes northern Jiangsu,15th century,7
1281,1438,"Luchuan–Pingmian campaigns: Ming carries out a punitive expedition against Si Renfa of Mong Mao for attacking neighboring tusi, but fails to defeat him",15th century,7
1282,1439,Flooding strikes the northern China Plain and Shandong,15th century,7
1283,1440,"Flooding strikes Suzhou, Jiangnan, the northern China Plain and Shandong",15th century,7
1284,1440,Famine strikes Zhejiang,15th century,7
1285,1441,Luchuan–Pingmian campaigns: Ming forces attack Mong Mao,15th century,7
1286,1441,Flooding strikes the northern China Plain and Shandong,15th century,7
1287,1441,Famine strikes Zhejiang,15th century,7
1288,1442,Luchuan–Pingmian campaigns: Mong Mao is defeated but Si Renfa escapes to Ava,15th century,7
1289,1442,Empress Zhang (Hongxi) dies,15th century,7
1290,1443,Luchuan–Pingmian campaigns: Ming forces defeat Si Jifa but fail to capture him,15th century,7
1291,1444,Famine strikes Shanxi and Shaanxi,15th century,7
1292,1444,Flooding strikes northern Jiangsu,15th century,7
1293,1445,Luchuan–Pingmian campaigns: Ava hands over Si Renfa to Ming in return for their support in attacking Hsenwi,15th century,7
1294,1445,Drought and a plague epidemic strike Zhejiang,15th century,7
1295,1446,Luchuan–Pingmian campaigns: Si Renfa is executed.,15th century,7
1296,1446,Floods strike Jiangnan,15th century,7
1297,1447,Ye Zongliu rebels with a group of silver miners in Zhejiang,15th century,7
1298,1447,Famine strikes northern Jiangsu,15th century,7
1299,1448,Deng Maoqi rebels with a group of tenant farmers northwest of the Fujian and Jiangxi border,15th century,7
1300,1448,"Ming forces kill Ye Zongliu, but his rebels remain intact and retreat further south to siege Chuzhou",15th century,7
1301,1448,1448 Yellow River flood: Yellow River dikes burst,15th century,7
1302,1448,Drought and locust plague strike northwest China,15th century,7
1303,1448,Drought strikes Jiangnan,15th century,7
1304,1449,"Luchuan–Pingmian campaigns: Ming forces invade Mong Yang for harboring Si Jifa, but he manages to escape again",15th century,7
1305,1449,Deng Maoqi's rebels are defeated,15th century,7
1306,1449,Tumu Crisis: Esen Taishi of the Oirats and de facto ruler of the Northern Yuan launches an invasion of the Ming dynasty,15th century,7
1307,1449,Tumu Crisis: The Zhengtong Emperor departs from Beijing to personally confront Esen Taishi,15th century,7
1308,1449,Tumu Crisis: The Ming rearguard is defeated,15th century,7
1309,1449,Ye Zongliu's rebels are defeated,15th century,7
1310,1449,Tumu Crisis: The Ming army is annihilated and the Zhengtong Emperor is captured by Esen Taishi,15th century,7
1311,1449,Zhu Qiyu becomes the Jingtai Emperor,15th century,7
1312,1449,Esen Taishi lays siege to Beijing but fails to take it and withdraws after 5 days,15th century,7
1313,1449,Yellow River dikes burst again causing the river to change course slightly,15th century,7
1314,1450,"The Zhengtong Emperor is released and arrives back in Beijing, where he is kept under house arrest by the Jingtai Emperor",15th century,7
1315,1450,Yao and Miao people rebel in Guizhou and Huguang,15th century,7
1316,1450,Famine strikes Shandong,15th century,7
1317,1452,1452 Yellow River floods: Yellow River dikes burst,15th century,7
1318,1452,Yao and Miao rebels are suppressed,15th century,7
1319,1452,Northern China experiences flooding,15th century,7
1320,1454,Unusually heavy snowfall causes starvation in Suzhou and Hanzhou,15th century,7
1321,1455,Xu Youzhen finishes repairs on the Yellow River dikes,15th century,7
1322,1455,Widespread drought affects Central China,15th century,7
1323,1456,Miao people in Huguang rebel and are suppressed,15th century,7
1324,1457,The former emperor is reinstated by the military and becomes the Tianshun Emperor,15th century,7
1325,1461,Rebellion of Cao Qin: Cao Qin rebels and tries to storm Beijing but gets arrested and is forced to commit suicide,15th century,7
1326,1464,The Tianshun Emperor dies and Zhu Qianshen becomes the Chenghua Emperor,15th century,7
1327,1464,Hou Dagou of the Yao people rebels in Guangxi,15th century,7
1328,1464,"Treasure voyages: Documents of the treasure voyages are removed from the archives of the Ministry of War and destroyed by Liu Daxia on the basis that they were ""deceitful exaggerations of bizarre things far removed from the testimony of people's ears and eyes,"" and that ""the expeditions of Sanbao to the Western Ocean wasted tens of myriads of money and grain, and moreover the people who met their deaths [on these expeditions] may be counted in the myriads. Although he returned with wonderful precious things, what benefit was it to the state? This was merely an action of bad government of which ministers should severely disapprove. Even if the old archives were still preserved they should be destroyed in order to suppress [a repetition of these things] at the root.""",15th century,7
1329,1466,Ming forces defeat and capture Hou Dagou but the rebellion continues anyway,15th century,7
1330,1466,The Ming execute Dongshan of the Left Jianzhou Guard,15th century,7
1331,1466,Miao people rebel in Hunan as well as the Sichuan-Guizhou border and are suppressed,15th century,7
1332,1466,Liu Tong rebels near Xiangyang and is defeated,15th century,7
1333,1467,A Ming-Joseon expedition defeats the Jianzhou Jurchens and kill Li Manzhu,15th century,7
1334,1468,Mongols rebel at Guyuan,15th century,7
1335,1468,"1,000 Vietnamese troops occupy the border town Pingxiang, Guangxi",15th century,7
1336,1469,The Mongol rebellion at Guyuan is suppressed,15th century,7
1337,1470,"The governor of Liaodong, Chen Yue, attacks the Jurchens and demands bribes from Jurchen embassies",15th century,7
1338,1470,Remnants of Liu Tong's rebels rebel again,15th century,7
1339,1471,Liu Tong's rebels are defeated,15th century,7
1340,1473,Ming forces launch an attack on Hami in conjunction with Mongol allies but retreat when the Mongols abandon them,15th century,7
1341,1474,Yu Zijun directs the reconstruction and extension of the Great Wall of China to seal off Ordos from the south,15th century,7
1342,1475,Miao people rebel in Hunan and are suppressed,15th century,7
1343,1476,Vagrant population around Xiangyang rebel until the government allows them to claim lands with reduced taxes,15th century,7
1344,1479,Miao people rebel in Sichuan,15th century,7
1345,1479,"Vietnamese emperor Lê Hạo of the Lê dynasty sends gold, silver utensils, local silk products to the Chinese court as gifts",15th century,7
1346,1485,"Number of eunuchs passes 10,000",15th century,7
1347,1487,The Chenghua Emperor falls ill,15th century,7
1348,1487,The Chenghua Emperor dies,15th century,7
1349,1487,Zhu Youtang becomes the Hongzhi Emperor,15th century,7
1350,1492,"Europe reaches parity with China in health, fertility rate, life expectancy, and human capital",15th century,7
1351,1494,"1494 Yellow River flood: Yellow River floods but Liu Daxia successfully directs the river to flow south of Shandong, stabilizing the course of the Yellow River until the 19th century",15th century,7
1352,1494,National military reforms switch to recruiting volunteers for local units,15th century,7
1353,1495,Ming forces briefly occupy Hami before reinforcements from Turpan force them to retreat,15th century,7
1354,1496,Japanese missions to Ming China: Japanese envoys kill several people on their return trip from Beijing,15th century,7
1355,1499,A trade embargo on Turpan forces them to return Hami to Uyghur control,15th century,7
1356,1499,Yi people rebel in Guizhou,15th century,7
1357,1500,Li people rebel on Hainan,16th century,7
1358,1502,Yi rebels in Guizhou are suppressed,16th century,7
1359,1503,Li rebels are suppressed,16th century,7
1360,1504,Datong is raided by Mongols,16th century,7
1361,1505,The Hongzhi Emperor dies,16th century,7
1362,1505,Zhu Houzhao becomes the Zhengde Emperor,16th century,7
1363,1505,The Zhengde Emperor starts using eunuchs as military and fiscal intendants,16th century,7
1364,1506,The Ministry of Revenue is ordered to investigate the lack of revenue,16th century,7
1365,1506,"The Minister of Revenue, Han Wen, complains about the emperor's expenditures using the ministerial treasuries",16th century,7
1366,1506,"The Minister of Revenue petitions the emperor to execute all the eunuchs in his personal employ, but the emperor refuses, and as a result all the grand secretaries resign",16th century,7
1367,1506,The Zhengde Emperor takes to wandering the streets of Beijing in disguise,16th century,7
1368,1507,"350,000 ounces of silver are spent on lanterns for the Lantern Festival",16th century,7
1369,1509,"Two garrisons in Liaodong revolt and are quelled after 2,500 ounces of silver are distributed among them",16th century,7
1370,1510,Prince of Anhua rebellion: Zhu Zhifan rebels in Shanxi,16th century,7
1371,1510,Prince of Anhua rebellion: Zhu Zhifan is captured,16th century,7
1372,1510,Dayan Khan conquers the Ordos Loop,16th century,7
1373,1511,Bandits around Beijing revolt,16th century,7
1374,1511,Bandits burn imperial grain carriages around Beijing,16th century,7
1375,1511,Capture of Malacca (1511):  The Malacca Sultanate sends a plea for help against the Portuguese,16th century,7
1376,1512,Bandits attack Bazhou,16th century,7
1377,1512,The bandit armies are defeated,16th century,7
1378,1514,Gunpowder tents in the palace courtyard catch fire and destroy the residential palaces,16th century,7
1379,1514,The Zhengde Emperor is badly mauled by a tiger,16th century,7
1380,1515,"30,000 troops from the capital garrisons and Imperial Bodyguard are dispatched to rebuild the palaces",16th century,7
1381,1517,Dayan Khan raids the Ming dynasty,16th century,7
1382,1517,The Zhengde Emperor repels Dayan Khan's raiding party,16th century,7
1383,1517,Tomé Pires arrives at Guangzhou,16th century,7
1384,1518,The Zhengde Emperor imprisons the court at Beijing for not giving him enough money,16th century,7
1385,1519,Prince of Ning rebellion: Zhu Chenhao rebels in Jiangxi,16th century,7
1386,1519,Prince of Ning rebellion: Rebel forces capture Jiujiang,16th century,7
1387,1519,Prince of Ning rebellion: Rebel forces lay siege to Anqing,16th century,7
1388,1519,Prince of Ning rebellion: Rebel forces lift the siege on Anqing,16th century,7
1389,1519,Prince of Ning rebellion: Imperial forces capture Nanchang,16th century,7
1390,1519,Prince of Ning rebellion: Zhu Chenhao's army is defeated,16th century,7
1391,1519,Prince of Ning rebellion: Zhu Chenhao flees from his fleet and is captured,16th century,7
1392,1520,The Zhengde Emperor forbids the slaughtering of pigs,16th century,7
1393,1520,The Portuguese bribe a eunuch official in Guangzhou to let them through and Tomé Pires' party arrive at Nanjing,16th century,7
1394,1521,The Zhengde Emperor dies,16th century,7
1395,1521,Tomé Pires' party is expelled from Beijing,16th century,7
1396,1521,Zhu Houcong becomes the Jiajing Emperor,16th century,7
1397,1521,Battle of Tunmen: Ming forces expel a Portuguese fleet from Tunmen when they refuse to leave,16th century,7
1398,1521,Palace reconstruction is completed,16th century,7
1399,1522,Portuguese are forbidden from trading in Guangzhou,16th century,7
1400,1522,Battle of Shancaowan: A Portuguese fleet runs a Ming blockade near Lantau Island and manages to leave with heavy casualties,16th century,7
1401,1523,"Ningbo Incident: The Hosokawa trade mission attacks the Ouchi trade mission and loots Ningbo, seizes ships, and kills a Ming commander before setting sail; the Chinese tributary system loses maritime trade value",16th century,7
1402,1523,The Ming dynasty produces breech-loading swivel guns based on Portuguese designs.,16th century,7
1403,1524,The garrison of Datong rebels,16th century,7
1404,1524,Ming–Turpan conflict: Turpan attacks Ganzhou and is repelled,16th century,7
1405,1525,The Datong rebels are defeated,16th century,7
1406,1525,Jiajing wokou raids: Shuangyu becomes a trading enclave,16th century,7
1407,1525,Some merchants from Fujian are able to speak Formosan languages,16th century,7
1408,1526,Famine strikes Beijing,16th century,7
1409,1527,Floods sweep through Huguang,16th century,7
1410,1528,Ming–Turpan conflict: Turpan's trading privileges are restored,16th century,7
1411,1529,Jiajing wokou raids: Several commanders at Wenzhou are exiled for consorting with pirates,16th century,7
1412,1529,An inauspicious comet is sighted,16th century,7
1413,1531,Datong comes under raid by Mongols,16th century,7
1414,1531,An inauspicious comet is sighted,16th century,7
1415,1532,Jiajing wokou raids: The governor of Guangzhou is recalled for failing to eradicate pirates,16th century,7
1416,1532,A really inauspicious comet is sighted,16th century,7
1417,1533,The Datong garrison rebels and is suppressed,16th century,7
1418,1534,Jiajing wokou raids: A pirate with over 50 large ships under his command is captured,16th century,7
1419,1534,The Jiajing Emperor stops attending routine court audiences,16th century,7
1420,1535,The garrisons at Liaodong and Guangning revolt and are suppressed,16th century,7
1421,1536,Mongols raid Shanxi but are repelled,16th century,7
1422,1537,Mongols raid Datong,16th century,7
1423,1539,Japanese missions to Ming China: Japanese envoys are apprehended and forbidden from trading upon reaching China,16th century,7
1424,1539,The garrison at Liaodong rebels and is suppressed,16th century,7
1425,1540,The Jiajing Emperor announces his intention to seclude himself for several years to pursue immortality; a court official says this is nonsense and gets tortured to death,16th century,7
1426,1541,A fire destroys the Imperial Ancestral Temple compound,16th century,7
1427,1541,Altan Khan raids Shaanxi,16th century,7
1428,1541,Gunpowder is used for hydraulic engineering in the Ming dynasty.,16th century,7
1429,1542,Altan Khan raids Shaanxi,16th century,7
1430,1542,Ming forces are defeated by Altan Khan at Guangwu,16th century,7
1431,1542,Altan Khan pillages the suburbs of Taiyuan,16th century,7
1432,1542,Renyin palace rebellion: Consort Fang prevents an assassination on the Jiajing Emperor,16th century,7
1433,1542,"The Jiajing Emperor withdraws from his formal duties completely and spends the remainder of his life in the Palace of Everlasting Longevity obsessed with physical immortality through drugs, rituals, and esoteric physical regimens",16th century,7
1434,1543,Construction on a new Imperial Ancestral Temple begins,16th century,7
1435,1543,Famine strikes Zhejiang,16th century,7
1436,1544,Japanese missions to Ming China: Ming officials refuse to meet with Japanese envoys,16th century,7
1437,1544,Famine strikes Zhejiang,16th century,7
1438,1545,An outbreak of pestilence occurs in Beijing,16th century,7
1439,1545,Dust storms destroy winter wheat and barley crops,16th century,7
1440,1545,The new Imperial Ancestral Temple is completed,16th century,7
1441,1545,Datong rebels and is suppressed,16th century,7
1442,1545,Japanese missions to Ming China: Wang Zhi returns to Japan with the Japanese mission and leads a trade mission to Shuangyu,16th century,7
1443,1547,Jiajing wokou raids: A censor reports that piracy on the southeast coast is out of control,16th century,7
1444,1548,Jiajing wokou raids: Pirates raid Ningbo and Taizhou,16th century,7
1445,1548,Jiajing wokou raids: Ming forces attack Shuangyu but many of the ships in the harbor escape,16th century,7
1446,1548,Mongols defeat Ming forces at Xuanfu,16th century,7
1447,1548,Mongols raid Huailai,16th century,7
1448,1548,The Ming army starts fielding matchlocks.,16th century,7
1449,1549,Altan Khan defeats Ming forces at Xuanfu but suffers heavy casualties,16th century,7
1450,1550,Altan Khan pillages the suburbs of Beijing,16th century,7
1451,1550,Ming forces are defeated by Mongols,16th century,7
1452,1550,Towns and villages in Zhejiang erect palisades in response to brigands,16th century,7
1453,1551,Fishing boats are forbidden from going out to sea,16th century,7
1454,1552,Ming forces are defeated by Mongols north of Datong,16th century,7
1455,1552,Jiajing wokou raids: Raiding parties attack the coast of Zhejiang,16th century,7
1456,1552,The Jiajing Emperor selects 800 girls between the ages of 8 and 14 for palace service,16th century,7
1457,1553,Jiajing wokou raids: Wang Zhi raids the coast of Zhejiang north of Taizhou,16th century,7
1458,1554,Serious epidemics break out in Beijing,16th century,7
1459,1554,Jiajing wokou raids: Pirates kill the magistrate of Songjiang and occupy Chongming Island,16th century,7
1460,1554,Luso-Chinese agreement (1554): Leonel de Sousa bribes the vice-commissioner of maritime defense into letting the Portuguese stay at Macau for an annual payment of 500 taels and 20 percent imperial duty on half their products,16th century,7
1461,1555,Jiajing wokou raids: Pirates attack Hangzhou,16th century,7
1462,1555,Jiajing wokou raids: Ming forces defeat a large raiding party north of Jiaxing,16th century,7
1463,1555,The Jiajing Emperor selects 180 girls under the age of 10 for palace service,16th century,7
1464,1556,"1556 Shaanxi earthquake: An earthquake devastates Shaanxi, with over 800,000 reported dead",16th century,7
1465,1556,Jiajing wokou raids: Pirates raid the entire coastline from Nanjing to Hangzhou,16th century,7
1466,1556,The Jiajing Emperor asks the Ministry of Rites to find some magical plants to make him immortal,16th century,7
1467,1557,The three main audience halls in the Forbidden City are destroyed in a fire,16th century,7
1468,1557,"Sengge, son of Altan Khan, lays siege to a garrison near Datong",16th century,7
1469,1558,Jiajing wokou raids: Pirates raid Zhejiang and northern Fujian,16th century,7
1470,1558,Sengge retreats upon the arrival of reinforcements,16th century,7
1471,1558,"The Ministry of Rites presents 1,860 magical plants to the Jiajing Emperor",16th century,7
1472,1558,"Imperial treasuries fall to less than 200,000 ounces of silver",16th century,7
1473,1559,Qi Jiguang begins applying his tactical reforms on newly recruited soldiers,16th century,7
1474,1559,A drought causes starvation in the Changjiang River Delta,16th century,7
1475,1559,The Suzhou garrison mutinies,16th century,7
1476,1559,Jiajing wokou raids: Pirates take over Kinmen Island (Quemoy) and launch raids into Fujian and Guangdong,16th century,7
1477,1560,"The Nanjing garrison rebels in response to cuts in rations until they're given 40,000 ounces of silver",16th century,7
1478,1560,The Jiajing Emperor suffers from insomnia,16th century,7
1479,1560,Qi Jiguang publishes his Jixiao Xinshu describing the musket volley fire technique and his experience training the Ming army in its use.,16th century,7
1480,1561,The Forbidden City's residential palace is destroyed in a fire,16th century,7
1481,1561,The Ming dynasty starts producing portable breech-loading firearms.[265],16th century,7
1482,1562,The Forbidden City's residential palace is rebuilt,16th century,7
1483,1562,Jiajing wokou raids: Pirates capture Xinghua,16th century,7
1484,1563,Jiajing wokou raids: Ming forces retake Xinghua and destroy pirate bases in Fujian,16th century,7
1485,1563,Pirate Lin Daoqian retreats to southwestern Taiwan after being chased by Ming naval forces,16th century,7
1486,1563,A walled town is built in Penghu on the orders of a Ming general,16th century,7
1487,1564,Eunuchs drop peaches into the Jiajing Emperor's bed and tell him they fell from heaven,16th century,7
